headline,source,label
Trump says summit with North Korea's Kim Jong-un may be delayed,BBC News,center
Trump says summit with North Korea ‘may not work out’ for June 12,Washington Times,right
Trump says he’s willing to sign independent COVID-19 relief measures,New York Post (News),right
"Trump Urges Congress To Pass $1,200 Stimulus Checks, Paycheck Protection Funds After Ending Talks",Forbes,center
"In late-night tweets, Trump changes course on coronavirus relief talks",ABC News (Online),left
Trump administration lays groundwork to declare national emergency to build wall,Washington Post,left
US shutdown: Trump renews national emergency threat over wall,BBC News,center
Trump edges closer to declaring national emergency to build border wall without Democrats' OK,Washington Times,right
"Johnson & Johnson must pay over $572 million for its role in Oklahoma opioid crisis, judge rules",NBC News (Online),left
Johnson & Johnson to pay $572M in damages over opioid crisis,New York Post (News),right
Johnson & Johnson Ordered to Pay $572 Million in Oklahoma Opioid Case,Wall Street Journal (News),center
George Conway and other conservative critics launch PAC to take down Trump,Politico,left
Trump conservative critics launch PAC to fight reelection,Associated Press,left
‘Empty faith led by a bogus prophet’: George Conway leads Never Trumpers denouncing president,Washington Examiner,right
Trump's impeach-me strategy,Axios,center
Judge Napolitano backs White House's legal argument refusing to comply with impeachment inquiry,Fox News (Online News),right
Republicans dare Pelosi to hold impeachment vote,CNN (Online News),left
Conservative attacks on March for Our Lives leaders are getting very personal,Vox,left
Ads pulled from Ingraham show after she mocked Parkland survivor,Reuters,center
The Laura Ingraham Boycott Has Nothing To Do With Decency. It Has Everything To Do With Politics.,The Daily Wire,right
What's in the House Democrats' $3 trillion coronavirus relief bill?,CBS News (Online),left
"Republicans ‘Appalled’ By $3 Trillion Heroes Act, As Democrats Urge Its Passing",Forbes,center
Murky prospects for further pandemic relief as economy suffers record hits to output and retail sales,Washington Examiner,right
Latino L.A. City Council members' racist slurs expose the problem that undercuts progress,NBC News (Online),left
L.A.'s Leaked City Council Tape Reminds Us Why 'Smoke-Filled Rooms' Are Bad,Reason,right
L.A. City Council crisis exposes Black-Latino divisions — and unity,Axios,center
Obama Arrives In Russia For G20 Summit,HuffPost,left
Showdown on Syria chemical weapons expected at G-20 summit in Russia,CNN (Online News),left
Obama to 'engage' Putin on Syria action at G20 summit,Fox News (Online News),right
Gov. John Kitzhaber of Oregon Resigns Amid Crisis,New York Times (News),left
'Greek tragedy' leads to governor's resignation,CNN (Online News),left
Oregon Gov. John Kitzhaber resigns amid ethics scandal,Washington Times,right
Milwaukee warns people to stop vaping 'immediately' as health officials investigate outbreak of severe lung illnesses after one death and nearly 200 hospitalizations are linked to e-cigarettes,Daily Mail,right
City of Milwaukee urges everyone who lives there to stop vaping immediately,CNN (Online News),left
Milwaukee urges people to stop vaping immediately amid lung disease outbreak,USA TODAY,left
Alyssa Milano Discovers Due Process,National Review,right
"Rose McGowan trashes 'fraud' Alyssa Milano for backing Biden amid assault claim, invokes Kavanaugh hypocrisy",Fox News (Online News),right
Alyssa Milano Sparks Backlash For ‘Hypocritical Defense’ of Joe Biden Amid Allegation: ‘You Are a Fraud’,Mediaite,left
7 Moments That Stood Out From The 1st Day Of The Trump Impeachment Hearings,NPR (Online News),left
Day One of public impeachment hearings puts pressure on moderate Dems,Fox News (Online News),right
"After one day of TV hearings, the impeachment battle lines remain the same",CNN (Online News),left
"At NH summit, GOP 2016 hopefuls take turns attacking Clinton ahead of her arrival",Fox News (Online News),right
"At Republican Gathering, All Talk Is of Hillary Clinton (None of It Is Good)",New York Times (News),left
"GOP 2016 hopefuls take aim at Hillary, each other at New Hampshire summit",CNN (Online News),left
"White House: For Obamacare website, 20 percent failure rate best we can do",Washington Times,right
Source: Administration eyes 80% HealthCare.gov success rate,CNN (Online News),left
White House confirms 1 in 5 Americans won’t be able to enroll via HealthCare.gov,Washington Post,left
"NSA CHIEF DENIES KEY CLAIM MADE BY PRISM WHISTLEBLOWER, CLAIMS SPYING HAS DISRUPTED DOZENS OF TERROR ATTACKS",The Blaze,right
"NSA chief defends dual cyber, intel roles",Politico,left
NSA says data mining helped thwart terror,CNN (Online News),left
Republican Glenn Youngkin wins Virginia governor’s race,Washington Post,left
"Republicans jolt Biden with Virginia win, stronger than expected New Jersey showing",Reuters,center
How Glenn Youngkin clinched victory over Terry McAuliffe,Washington Examiner,right
Trump administration drops push for citizenship question on 2020 census,Washington Times,right
Trump Responds After His Administration Drops Bid For Citizenship Question On 2020 Census,HuffPost,left
U.S. Drops Citizenship Question From Census,Wall Street Journal (News),center
"Trump calls for death penalty after synagogue shooting; leaders react to tragedy with sorrow, anger and frustration",Fox News (Online News),right
Trump Condemns Shooting as a ‘Wicked Act’ of Anti-Semitism,Wall Street Journal (News),center
Pennsylvania candidates cancel campaign events after Pittsburgh synagogue shooting,CNN (Online News),left
"""Apparently inebriated"" Giuliani guided Trump on election night, Cheney says",Axios,center
Rep. Liz Cheney: Trump took advice from 'an apparently inebriated Rudy Giuliani',Washington Examiner,right
"Trump ignored advice to wait for accurate election results, campaign manager testifies",Washington Post,left
Trump trashes Fauci and makes baseless coronavirus claims in campaign call,CNN (Online News),left
"Trump calls Fauci a ""disaster"" on campaign call",Axios,center
Trump escalates criticism of 'disaster' Fauci,Washington Examiner,right
"Trump rips Boeing for cost overruns on new Air Force One, says 'cancel order'",Fox News (Online News),right
Air Force None? Trump Threatens To Cancel New Presidential Plane Over Cost,NPR (Online News),left
‘Cancel Order!’ Donald Trump Attacks Plans for Upgraded Air Force One,New York Times (News),left
White House: Fully Vaccinated Foreign Visitors Can Enter US on Nov. 8,The Epoch Times,right
U.S. to lift restrictions for fully vaccinated international travelers on Nov. 8,Axios,center
"U.S. to ease Covid travel entry rules, require vaccinations for foreign visitors on Nov. 8",NBC News (Online),left
FDA Authorizes Pfizer-BioNTech Booster for 12- to 15-Year-Olds,Wall Street Journal (News),center
FDA expands booster eligibility to adolescents and shortens time needed after primary series,CNN (Online News),left
FDA approves Pfizer coronavirus vaccine boosters for children as young as 12,Fox News (Online News),right
"Obama calls for end to nuclear weapons, but U.S. disarmament is slowest since 1980",Washington Post,left
Hope and hype of Hiroshima can’t conceal Obama’s dismal record on nuclear disarmament,The Guardian,left
"Reduction of Nuclear Arsenal Has Slowed Under Obama, Report Finds",New York Times (News),left
"Trump campaign raises $46M last quarter as Sanders, Biden and Yang smash previous records",NBC News (Online),left
"Happy New Year for Sanders, Trump in fundraising hauls",Reuters,center
Trump campaign raises $46M in fourth-quarter fundraising,New York Post (News),right
Supreme Court sides with police officers seeking ‘qualified immunity’ in two use-of-force cases,CNBC,center
Supreme Court sides with police officers in two qualified immunity cases,CNN (Online News),left
Supreme Court protects cops from lawsuits in two qualified immunity cases,Fox News (Online News),right
France Outlaws Catcalling After Paris Woman Attacked by Street Harasser,The Daily Caller,right
"If you catcall in France, you’re going to pay for it",Washington Post,left
"France bans catcalling, outlines steep fines for gender-based street harassment",USA TODAY,left
"David Bowie Dies of Cancer at 69; He Transcended Music, Art and Fashion",New York Times (News),left
Watch David Bowie’s Haunting Final Video Before Losing Secret Battle With Cancer,The Blaze,right
"David Bowie, master of reinvention, is dead at 69",CNN (Online News),left
Trump AG nominee William Barr to face questions from several Dems with eyes on White House,Fox News (Online News),right
"At William Barr Hearings, Mueller Probe Will Be a Focus",Wall Street Journal (News),center
"William Barr, Trump’s nominee to serve as attorney general, explained",Vox,left
"For Jeb Bush and Mitt Romney, a history of ambition fuels a possible 2016 collision",Washington Post,left
Bush and Romney: Ready to rumble?,Politico,left
"Long History Between Bush, Romney Could Play Out in 2016 Battle",Newsmax (News),right
Sen. Rand Paul Has Tested Positive For The Coronavirus,NPR (Online News),left
BREAKING: Rand Paul Tests Positive For Coronavirus,The Daily Wire,right
Rand Paul becomes first known senator to test positive for coronavirus,NBC News (Online),left
Trump Campaign Floats Every Defense In the Book For Second Amendment Fiasco,HuffPost,left
Trump Campaign Says 'Dishonest Media' Misinterpreted His Second Amendment Comment Listen· 5:08,NPR (Online News),left
"Trump Clarifies Controversial Second Amendment Flub, Says He Was Talking About ‘Political Power’",The Blaze,right
Proud Boys indicted on 'conspiracy' charges for role in Capitol riots,Washington Examiner,right
"Two Proud Boys arrested over Capitol attack, including one who smashed window",The Guardian,left
2 Proud Boys members charged with conspiracy related to pro-Trump Capitol riot,Axios,center
Trump hosts conservative firebrands for social media summit: 'We're not going to be silenced',Fox News (Online News),right
Trump accuses social media companies of ‘terrible bias’ at White House summit decried by critics,Washington Post,left
Trump’s ‘Social Media Summit’ Airs Grievances Against Big Tech,Wall Street Journal (News),center
Trump breaks his silence: 'Total and complete vindication',Politico,left
Judge Jeanine: Comey Is a 'Predator' Who Sought 'Revenge' on Trump,Fox News (Online News),right
"Trump's lawyer: Comey violated executive privilege. 10 legal experts: No, he didn't.",Vox,left
Five takeaways from the Warnock-Walker debate in Georgia,The Hill,center
Five takeaways from the Georgia Senate debate,Washington Examiner,right
"Warnock and Walker clash over abortion, family strife and more in high-stakes Senate debate",NBC News (Online),left
Violence Erupts in Hong Kong as Protesters Defy Police,Wall Street Journal (News),center
"Hong Kong police fire tear gas, water cannon as latest protests turn violent",NBC News (Online),left
Pro-Democracy Activists Joshua Wong and Agnes Chow Arrested in Hong Kong,Reason,right
Trump seizes on judge’s ruling that Pennsylvania lockdown is ‘unconstitutional’,Washington Post,left
Federal judge rules Pennsylvania's coronavirus orders are unconstitutional,The Hill,center
Federal Court Rules Pennsylvania's Lockdown Order Unconstitutional,Reason,right
"America added 431,000 jobs in March, bringing the unemployment rate to a new pandemic low",CNN Business,left
"Jobs, pay boom",Axios,center
The US Has Nearly Recovered All The Jobs Lost To COVID Lockdowns,The Daily Caller,right
Syrian report: Israel bombs outskirts of Damascus for second time in recent days,Washington Post,left
Syria: Attack on military facility was a 'declaration of war' by Israel,CNN (Online News),left
"Democrats and Republicans think US closer to arming Syrian rebels, after Israeli strikes",Fox News (Online News),right
Western wildfires have burned an area 4 times the size of NYC. Here are some key fires,CNN (Online News),left
"Wildfires rage as US West grapples with heat wave, drought",Associated Press,left
US heatwave: Wildfires rage in western states as temperatures soar,BBC News,center
OPINION: Release the Charlotte Police Video,Guest Writer - Left,left
Charlotte police refuse to release shooting video as 3rd night of protests stay largely peaceful,Chicago Tribune,center
Third night of protests in Charlotte largely peaceful as police face calls to release video of shooting,Fox News (Online News),right
Time to Take the Brakes Off the U.S. Energy Industry,National Review,right
Why Does the U.S. Buy Russian Oil?,Wall Street Journal (News),center
One way to combat Russia? Move faster on clean energy,Los Angeles Times,left
"Macron tells Congress: Keep ‘eyes wide open’ to overcome dangers of terrorism, nationalism",Washington Times,right
"After the hugs and kisses, Macron rips Trumpism",CNN (Online News),left
Macron Says His ‘Bet’ Is That Trump Will Withdraw From Iran Nuclear Pact,Wall Street Journal (News),center
Queen Elizabeth II eulogized as faithful servant leader in funeral viewed by billions worldwide,Washington Times,right
Your complete guide to the Queen's funeral,BBC News,center
‘End of an era’: how the Queen’s funeral was seen around the world,The Guardian,left
Health Website Woes Widen as Insurers Get Wrong Data,Wall Street Journal (News),center
Obamacare flunks: More enroll for Mars trip than for health exchange,Washington Times,right
Here's What An Obamacare Train Wreck Looks Like,HuffPost,left
"Sequester just over a week away, but blame game has already begun",Washington Post,left
John Boehner: The President Is Raging Against a Budget Crisis He Created,Wall Street Journal (Opinion),right
Whose Sequester Is It Anyway?,NPR (Online News),left
Secret Service having trouble affording Trump family protection – but funding crunch not new,Fox News (Online News),right
"As The Trumps Travel, The Secret Service Can’t Even Afford To Pay Some Agents",HuffPost,left
"Exclusive: Secret Service depletes funds to pay agents because of Trump's frequent travel, large family",USA TODAY,left
Amber Guyger found guilty of murder at trial in fatal shooting of neighbor Botham Jean,NBC News (Online),left
Ex-Dallas Officer Who Killed Neighbor In Upstairs Apartment Is Found Guilty Of Murder,NPR (Online News),left
Jury Finds Former Dallas Cop Amber Guyger Guilty of Murder in Mistaken-Apartment Killing,National Review,right
Police Hunt Barcelona Driver as Second Attack Hits Catalonia,Wall Street Journal (News),center
Terrorism Returns to Spain: Three Attacks in Three Days,CBN,right
Barcelona searches for van driver who killed more than dozen along iconic promenade,Washington Post,left
Billy Graham Dies at Age 99 Leaving an Eternal Legacy of World-Changing Evangelism,CBN,right
"'The passing of an era': Billy Graham hailed as man of passion, faith",USA TODAY,left
"Billy Graham, ‘America’s Pastor’ And Noted Evangelist, Dead At 99",HuffPost,left
Rand Paul pulls plug on nearly 13-hour filibuster on drones,Politico,left
Rand Paul's #filiblizzard filibuster,CNN (Online News),left
Paul ends Senate filibuster of CIA nominee over drone concerns after nearly 13 hours,Fox News (Online News),right
Trump administration announces end of immigration protection program for ‘dreamers’,Washington Post,left
"Trump winds down DACA program for undocumented immigrants, gives Congress 6 months to act",USA TODAY,left
"Trump administration ends DACA, with 6-month delay",Fox News (Online News),right
"No, 68 Percent of Americans Did Not Say They Would Avoid 'Normal Life' Until There's a Coronavirus Vaccine",Reason,right
"68% of Americans say an available vaccine is very important before returning to normal life, new survey finds",CNN (Online News),left
CNN accused of 'egregious misreading' of data from coronavirus survey,Fox News (Online News),right
"Hillary Clinton’s approval of incivility, and the Democrats’ overreach problem",Washington Post,left
RNC Chairwoman Ronna McDaniel: Eric Holder's call to 'kick' Republicans must not become the left's new normal,Fox News (Opinion),right
OPINION: There won't be civility unless Democrats win in November,Michael Barone,right
"Manchin, Murkowski call on Congress to reauthorize Voting Rights Act",NBC News (Online),left
"Manchin, Murkowski, seek to steer Senate toward bipartisan voting rights bill",Washington Examiner,right
Bipartisan pair of U.S. senators call for reauthorization of Voting Rights Act,Reuters,center
It's Labor Day weekend. Here's the curious truth about the holiday's origins,CNET,center
"This Labor Day, let’s honor the workers who have been on the front lines of the pandemic",Washington Post,left
Workers deserve a day in their honor. The unions that exploit them don’t,Washington Examiner,right
"Police officers in Texas and Missouri were shot in ambushes, authorities say",Los Angeles Times,left
4 cops shot in 3 states during bloody Sunday for police nationwide,Fox News (Online News),right
"1 Police Officer Killed, 3 Officers Injured In Separate Shootings Sunday",NPR (Online News),left
"Ignorant, unskilled, sick, hungry, cruel and violent—what Trump's budget would do for America By Mark Sumner Thursday",Daily Kos,left
Trump Unveils 'Hard Power' Budget That Boosts Military Spending,NPR (Online News),left
"Trump delivers budget boosting military, cutting EPA, State Dept.",Breitbart News,right
Finals polls give Newsom edge in recall,New York Post (News),right
How Gavin Newsom fought back against the recall,The Hill,center
Allegations fly as recall vote looms for California’s Newsom,Associated Press Fact Check,left
Attorney General William Barr resigns,New York Post (News),right
"Attorney General William Barr to resign, Trump tweets",ABC News (Online),left
"Attorney General William Barr resigns, effective Dec. 23",CNBC,center
Bowe Bergdahl expected to plead guilty in desertion case,Fox News (Online News),right
Alleged deserter Bowe Bergdahl doubts he could get a fair trial after Trump comments,ABC News (Online),left
U.S. Army Sgt. Bowe Bergdahl will reportedly enter a plea in his desertion case on Monday.,The Hill,center
Spectators from abroad to be barred from Tokyo Olympics,Associated Press,left
Spectators From Overseas Are Barred From Tokyo Olympics,New York Times (News),left
"It's official: Due to coronavirus concerns, no overseas spectators will be allowed at Tokyo Games",The Japan Times,center
The sequester: A tea party victory,Washington Post,left
"As Deep Cuts Loom, Continued Appeals For A Deal, Finger-Pointing",NPR (Online News),left
"WSJ: Dems Caving on Sequestration, Moving to Continuing Resolution Battle?",Townhall,right
Order to print Trump's name on every stimulus check expected to delay payments to Americans,Salon,left
"Trump's name to be printed on $1,200 coronavirus stimulus checks going out to Americans",USA TODAY,left
Stimulus Checks Not Being Held up for Donald Trump’s Name,Breitbart News,right
'The world is watching': North Korea reportedly would consider abandoning nukes program,USA TODAY,left
N. Korea willing to denuclearise if security guaranteed: Seoul,Breitbart News,right
"North Korea Is Willing to Discuss Giving Up Nuclear Weapons, South Says",New York Times (News),left
"Canadian PM Trudeau announces legislation to ‘freeze’ handgun ownership, buy back ‘assault-style weapons’",Fox News (Online News),right
Handguns: Canada proposes complete freeze on ownership,BBC News,center
"Canada's Trudeau announces bill to cap sales, transfers and imports of all handguns in the country",CNN (Online News),left
Donald Trump’s vulgar comments condemned by every female Republican in Senate,Washington Times,right
Exclusive poll: GOP voters want the party to stand by Trump,Politico,left
"You Knew Who Trump Was When You Endorsed Him, Republican Leaders",HuffPost,left
"Why 29,000 Obamacare sign ups are nothing to celebrate",Marc A. Thiessen,right
Source: Enrollment surge on HealthCare.gov,Politico,left
"29,000 Americans enroll under HealthCare.gov in 2 days, officials say",Washington Post,left
"Obama Offers One Year Healthcare ""Fix,"" Says Buying Health Insurance Online is ""Complicated""",Townhall,right
Obama offers fix for canceled plans,CNN (Online News),left
Obama announces change to address health insurance cancellations,New York Times (News),left
GOP Rep. Ron Wright dies after Covid diagnosis,Politico,left
U.S. Rep. Ron Wright of Texas dies after battle with COVID-19,Fort Worth Star-Telegram,center
Texas Rep. Ron Wright dies following bouts with COVID-19 and cancer,Washington Examiner,right
Abortions in Texas Plummeted by 50 Percent After New Heartbeat Law Took Effect,National Review,right
Texas law causes abortions to drop by 60% as people seek care in other states,The Guardian,left
Abortions in Texas dropped almost 60% in the first month after new SB 8 restrictions were imposed,The Dallas Morning News,center
"Kanye West Said His ""Eyes Are Now Wide Open"" After Realizing He's Been Used For Political Gain",BuzzFeed News,left
Kanye West breaks with 'Blexit': 'I've been used to spread messages I don't believe in',Washington Times,right
Kanye West announces he's distancing himself from politics,BBC News,center
John Kerry begins historic Cuba visit to raise flag over embassy,Washington Post,left
US flag to be raised in Cuba: How much real change is coming to the country?,Christian Science Monitor,center
"Kerry in Havana for reopening of US Embassy, tough negotiations ahead",Fox News (Online News),right
Charlie Hebdo attack: The hunt for the killers,CNN (Online News),left
Manhunt For 2 Charlie Hebdo Suspects Heats Up In France,HuffPost,left
"Paris terror suspects reportedly spotted in northern France, police flood scene",Fox News (Online News),right
I’m black. Robert E. Lee is my ancestor. His statues can’t come down soon enough.,Washington Post,left
Robert E. Lee's great-grandson condones taking down Confederate statues,Washington Examiner,right
Direct descendants of Robert E. Lee denounce white nationalists,The Hill,center
Donald Trump Tells N.R.A. Hillary Clinton Wants to Let Violent Criminals Go Free,New York Times (News),left
Donald Trump goes after Hillary Clinton on guns,CNN (Online News),left
Trump: 2nd Amendment ‘under a threat like never before’,Washington Times,right
Biden mocked gun-rights advocates who say they need assault weapons to fight the government: 'You need F-15s and maybe some nuclear weapons',Insider,left
"Biden says future patriots face lost cause against tyranny; U.S. has ‘F-15s,’ ‘nuclear weapons’",Washington Times,right
The Second Amendment Doesn’t Shrink Beneath The Threat Of F-15s And Nuclear Weapons,The Daily Wire,right
Obama agenda status report: Did he meet State of the Union goals?,Fox News (Online News),right
Obama’s State of the Union wins and losses,Politico,left
Balancing Terror and Reality in State of the Union Address,New York Times (News),left
Panic and Criticism Spread on Chinese Social Media Over Coronavirus,New York Times (News),left
"Chicago woman who traveled to China diagnosed with coronavirus, health officials say",Chicago Tribune,center
'Rapidly changing situation': CDC monitoring 63 patients in 22 states for possible coronavirus,Washington Examiner,right
Social media hearings: Five things to watch as Facebook and Twitter executives get grilled by Congress,USA TODAY,left
"'Voices Silenced': Twitter, Facebook and Google Called to Account in Congress",CBN,right
Facebook and Twitter Executives Head to Capitol Hill,New York Times (News),left
Donald Trump blames D.C. government for parade delay (though U.S. costs are higher),USA TODAY,left
Trump Cancels Military Parade: 'Maybe Next Year',CBN,right
Trump’s Military Parade Postponed Indefinitely Amid Reports Of Overspending,HuffPost,left
A Group of Scientists Wants To Reopen Society. Here's What Everyone Is Getting Wrong About What They Said.,Reason,right
Scientists Are Slamming The Great Barrington Declaration’s Call For “Herd Immunity”,BuzzFeed News,left
White House officials promote herd immunity declaration signed by fake names: report,The Hill,center
Eight questions going into the Republican National Convention,Washington Post,left
"Obama to break recent precedent, will stump during RNC",Washington Times,right
Romney Reboot? Convention Could Be The Ticket,NPR (Online News),left
"Now or never on ObamaCare repeal? Despite pressure, GOP divided on bill",Fox News (Online News),right
Washington unites -- in early opposition to Obamacare replacement bill,CNN (Online News),left
GOP health care plan: Lawmakers debate details of Ryan’s proposal,Washington Post,left
North Korea Backs Off Threat to Hit Guam,Wall Street Journal (News),center
Kim Jong Un Backs Down In Nuclear Showdown With Trump,The Daily Caller,right
North Korean leader Kim Jong Un holds off on Guam missile plan,CBS News (Online),left
McCarthy Yanks GOP Members Off Pelosi’s Jan 6th Committee After Speaker Vetoes Two Republican Appointees,The Daily Wire,right
"Pelosi Rejects 2 GOP Nominees For The Jan. 6 Panel, Citing The Integrity Of The Probe",NPR (Online News),left
McCarthy pulls his 5 GOP members from 1/6 committee after Pelosi rejects 2 of his picks,CNN (Online News),left
GOP candidates optimistic in North Dakota delegate hunt,CNN (Online News),left
Cruz says North Dakota could decide Republican convention,Deseret News,center
Delegate Fight Casts North Dakota in New Campaign Role: Relevance,New York Times (News),left
MAGA War on Architectural Diversity Weaponizes Greek Columns,New York Times (Opinion),left
Behind The White House Move To Stop Ugly Federal Buildings (And The Architects Who Stand In The Way),The Federalist,right
Trump plans on 'Making Federal Buildings Beautiful Again' with executive order: report,The Hill,center
Mitch McConnell: The Filibuster Plays a Crucial Role in Our Constitutional Order,Mitch McConnell,right
McConnell rejects Democrats' 'radical movement' to abolish filibuster,The Hill,center
"McConnell offers fresh defense of Senate filibuster, warns Democrats could pass ‘socialist policies’ if they take control",Washington Post,left
Covid Hospitalizations Hit Crisis Levels in Southern I.C.U.s,New York Times (News),left
Alaska’s biggest hospital begins rationing treatment,Associated Press,left
'COVID-19 Hospitalizations' Are an Increasingly Misleading Measure of Severe Disease,Reason,right
"Ted Cruz and Marco Rubio Clash Harshly, Filling Void on G.O.P. Debate Stage",New York Times (News),left
Donald Trump throws a grand old party,CNN (Online News),left
"Trump-free debate a good thing for candidates, country",Fox News (Online News),right
Leading House GOP figure's compromise plan gets shot down,CNN (Online News),left
Obama Tilts Tax Debate Away From Spending Cuts,New York Times (News),left
Republicans to Democrats: 'We've done our part' in fiscal crisis negotiations,Fox News (Online News),right
"Paris terrorists aimed at freedom of expression, we must defend it",Los Angeles Times,left
Will we ever learn? Obama White House can't admit Paris attacks 'Islamic terrorism,Fox News (Online News),right
"Rieder: Charlie Hebdo goes on, and that matters",USA TODAY,left
China says it will transfer US drone; Trump slams Beijing over incident,CNN (Online News),left
China Scolds U.S. as Standoff Over Seized Drone Intensifies,New York Times (News),left
"China to return seized drone, calls ‘hype’ inappropriate",New York Post (News),right
"Eric Swalwell, California Democrat, says he's running for president",CBS News (Online),left
Eric Swalwell Announced His Candidacy Tonight And People's Reactions Are Priceless,Townhall,right
Swalwell announces he is running for president,The Hill,center
What Americans Think About The Fight Over The Debt Ceiling,FiveThirtyEight,center
Wonking Out: Biden Should Ignore the Debt Limit and Mint a $1 Trillion Coin,Paul Krugman,left
The Debt Ceiling Deception,Wall Street Journal (Opinion),right
Steve Scully Over Allegedly Hacked Tweet at Scaramucci,Daily Beast,left
Debate Moderator Steve Scully Sends Bizarre Tweet Asking Scaramucci ‘Should I Respond to Trump’,National Review,right
C-SPAN says debate moderator hacked after account tweets about Scaramucci,The Hill,center
Surprise Indiana win vaults Bernie Sanders toward convention,Washington Times,right
Bernie Sanders Wins Indiana Democratic Primary,HuffPost,left
How Bernie Sanders beat the polls and won Indiana,Washington Post,left
Sen. Jeff Flake shouldn’t retire. He should run for reelection.,Vox,left
Republican Senator and Trump critic says will not seek re-election,Reuters,center
This Flake got snowed — and soon will melt away,Washington Times,right
Soft power in the snow: why it’s ‘mission impossible’ for China’s Winter Olympics to replicate Beijing 2008’s coming out party,South China Morning Post,center
"Sport, politics and Covid collide at the Beijing Winter Olympics",The Guardian,left
U.S. Olympians will likely be forced to use Chinese tech linked to human rights abuses,Washington Examiner,right
Pence won't say if he'd vote for Trump in 2024,Axios,center
"Would Pence vote for Trump in 2024? 'There might be somebody else I'd prefer more,' he says",ABC News (Online),left
Pence quips 'somebody else' than Trump for president in 2024,Washington Examiner,right
Fact check rips IRS official over Tea Party targeting claims,Fox News (Online News),right
IRS controversy revives tea party,CNN (Online News),left
Tea Party Looks To Gain Momentum In IRS Scandal Aftermath,HuffPost,left
"New York Times’ 8-Month-Long ‘Investigation’ of The Epoch Times: Light on Facts, Heavy on Bias",The Epoch Times,right
The New York Times and The Epoch Times Accuse Each Other of Media Bias,AllSides,center
How The Epoch Times Created a Giant Influence Machine,New York Times (News),left
5 Things You Should Know About Carly Fiorina,NPR (Online News),left
Carly Fiorina will run for president as a successful tech CEO. Silicon Valley says that's a fantasy,The Guardian,left
Report: Carly Firrina Set to Launch Presidential Campaign on Monday,Breitbart News,right
"John McCain in Syria, meets rebels",Politico,left
McCain Meets With Rebels In Syria,NPR (Online News),left
"McCain sneaks across border, visits Syrian rebels",Fox News (Online News),right
Biden signs new executive order on abortion rights: ‘Women’s health and lives are on the line’,CNN (Online News),left
"Biden signs abortion order, says Republicans clueless about women's power",Reuters,center
Biden Signs Executive Order Directing Medicaid Funding to Abortion Travel,National Review,right
YOUNG: Washington still doesnÃ¢â‚¬â„¢t get it,Washington Times,right
Obama signs order activating deep spending cuts,CNN (Online News),left
Spending Cuts Imposed; U.S. Starts to Trim Its Budget,New York Times (News),left
China conducts ‘precision missile strikes’ in Taiwan Strait,Associated Press,left
US punts Minuteman missile test as China practices Taiwan blockade,New York Post (News),right
"With 5 Missiles, China Sends Stark Signal to Japan and U.S. on Taiwan",New York Times (News),left
Kavanaugh denies sexual misconduct in Fox News exclusive: 'I know I'm telling the truth',Fox News (Online News),right
Brett Kavanaugh: He was a 'virgin' in high school and other takeaways from Fox interview,USA TODAY,left
Brett Kavanaugh Thinks Being a Virgin Means You Can’t Sexually Assault Anyone,The Root,left
"U.S. House to bring Trump incitement charge to Senate, launching second impeachment trial",Reuters,center
"Democrats press ahead with second impeachment trial, as GOP is divided on how to defend Trump",Washington Post,left
"Trump impeachment article being sent to Senate Monday, ahead of trial next month",Fox News (Online News),right
Documents show US leaders misled public on progress in Afghanistan War: report,The Hill,center
Afghanistan report bombshell: US officials misled public about war for nearly 2 decades,New York Post (News),right
At War With The Truth,Washington Post,left
The gloves are off: Rubio slams Trump as ‘con artist’ in wake of nasty debate,Washington Times,right
Why Marco Rubio’s and Ted Cruz’s Best Debate Yet Might Not Matter,Vanity Fair,left
Rubio Goes From Robot to Terminator Against Donald Trump,Daily Beast,left
Red Carpet for Republican Donors,Wall Street Journal (News),center
The Task in Tampa: Reintroducing Romney,Fox News (Online News),right
Romney Reboot? Convention Could Be The Ticket,NPR (Online News),left
"Jair Bolsonaro Wins Brazil's Presidency, in a Shift to the Far Right",New York Times (News),left
Brazil elects anti-establishment candidate Jair Bolsonaro as president,Fox News (Online News),right
A Trump-Bolsonaro bromance could be brewing after Brazilian's big win,Reuters,center
"'State-supported' doping: Investigators accuse Russia of sabotaging Olympics, call for bans",Fox News (Online News),right
‘Deeply rooted culture of cheating’ among Russian athletes,Washington Post,left
Anti-Doping Commission Finds Russia Engaged in State-Sponsored Doping,Wall Street Journal (News),center
Trump’s power struggle with local Republicans hits Wisconsin: What to watch in Tuesday’s elections,Politico,left
Wisconsin governor’s race pits Trump versus Pence in one of four state primary contests Tuesday,Washington Times,right
What to watch in Tuesday’s primary elections,NewsNation,center
Sign the Listen First Pledge,Listen First Project,center
Connect Students Across the Country,Mismatch.org,center
"Ted Cruz: In 2017, GOP president will sign legislation ‘repealing every word of Obamacare’",Washington Times,right
"Over 16 Million People Have Gained Coverage Thanks to Obamacare, White House Says",National Journal,center
Why Congress' Obamacare Doomsday Cult Can't Admit It Was Wrong,HuffPost,left
Donald Trump's war on Megyn Kelly,Politico,left
Trump Disinvited From Conservative Forum Over Megyn Kelly Comments,HuffPost,left
"Donald Trump Shocks, Takes War With Fox News to Next Level With Latest Megyn Kelly Insult",The Blaze,right
US business treads cautious line after Supreme Court abortion ruling,Financial Times,center
